province,year,driver.TSA,Driver.TNA,sahel_rainfall,QBO,NAO,gmsst,EA,AMM_sst,Driver.NTA,AMO_sst,Driver.AO,PDO,PRCPTOT,R10mm,R1mm,R20mm,R5mm,R95pTOT,R99pTOT,RX1day,RX5day,SDII,CWD,CDD,TNn,TNx,TXx,TXn,Chirts_Tmax_Temp,Chirts_Tmin_Temp,ERA5_Pressure,ERA5_wins,chirps_Prec,ERA5_soil_moisture,NDVI,Mil.rendement
Kenedougou,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,498.068646,20,59,1,40,0,0,39.4637146,21.24754787,8.441841458,6,9,21.47925977,24.72407297,34.03909882,27.58382024,30.51029319,22.90323393,101260.644,2.065421988,812.6373087,0.34631799,0.320799674,1119.9
Kenedougou,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,554.0121433,19,52,7,36,61.38548651,61.38548651,85.10287476,61.38548651,10.65407968,6,10,21.48965709,24.31160084,33.80610128,26.26127775,30.31410893,22.96736673,101274.36,2.180416025,844.0151894,0.343218506,0.330270942,772.3
Kenedougou,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,643.964057,27,58,11,43,42.74564024,42.74564024,56.31951523,42.74564024,11.10282857,8,10,21.91263696,24.62515047,33.63664089,26.90063375,30.58973451,23.20642176,101256.5635,2.1558501,1074.170895,0.351629858,0.326706511,1072.3
Kenedougou,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,702.6036161,24,59,10,40,202.2541728,63.00558625,87.08760071,63.00558625,11.90853587,13,10,22.06335707,24.81755685,33.37849155,27.19219612,30.31002618,23.24925635,101226.3041,2.231125108,999.3392637,0.361633541,0.331216678,627.4
Kenedougou,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,746.2214527,31,58,12,40,202.4399837,110.6605762,86.71954346,69.88870434,12.86588712,10,5,21.52333126,24.58566335,33.88889217,26.37409936,30.11740509,22.92359838,101204.1835,2.154102875,1001.422477,0.377687821,0.343026554,770.6
Kenedougou,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,601.4524114,32,55,4,43,0,0,53.5113678,27.87756566,10.93549839,8,8,22.04943599,24.88469428,34.31501111,26.71615213,30.48482074,23.1047911,101271.5349,2.022460714,997.7652989,0.351381494,0.339475458,786.4
Kenedougou,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,782.9823855,32,62,11,51,235.413342,0,69.07826996,39.2014895,12.62874815,9,11,21.23021248,24.43258184,34.72557481,24.80895083,30.10340594,22.98490752,101202.0262,2.225957622,1236.875602,0.388808832,0.336666903,665.8
Kenedougou,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,527.6974671,23,62,2,40,0,0,49.57317352,26.23151744,8.511249469,9,7,21.92415865,25.07341508,33.76239195,26.79031645,30.7252658,23.37134846,101235.4345,2.112948432,874.0835706,0.359023693,0.353184992,766.7
Kenedougou,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,704.2391285,28,61,8,44,167.2486676,92.38104191,66.38970184,48.33876589,11.54490375,7,13,21.50763537,23.7168961,33.97835424,25.82854622,30.1230992,22.83840462,101302.0775,2.063429262,1059.056854,0.373745968,0.324271074,673.7
Kenedougou,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,682.4520967,28,62,8,44,106.7939478,42.81632613,89.27047729,42.81632613,11.00729188,11,14,21.99258054,24.80425879,35.08388966,27.46686757,30.5339242,23.19308082,101264.1938,2.130646338,993.1589206,0.36197021,0.331687631,840.4
Kenedougou,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,676.5028362,32,63,6,44,67.50052183,0,61.37759781,38.28497526,10.73814026,8,10,21.59523954,24.50004505,34.32707731,27.3470672,30.59132885,23.15781986,101307.5831,2.194599072,1103.175301,0.337618738,0.209254169,797
Kossi,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,472.6435462,16,53,4,32,67.13283715,0,52.54792786,37.8311211,8.917802758,7,11,22.41278152,26.15989556,37.9375954,28.66852109,32.43141079,24.0829963,101171.7324,2.174653818,622.0704382,0.283159122,0.273199343,1027.5
Kenedougou,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,939.8599521,39,63,17,51,255.0796514,86.81875074,68.57839966,43.90122959,14.91841194,8,5,21.9275118,25.00109967,35.75023391,26.92559572,30.7904306,23.49861734,101279.6798,2.088565457,1202.969536,0.369233296,0.203007799,735.2
Kouritenga,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,477.0365875,18,49,6,31,33.02451053,0,45.58939362,33.02451053,9.735440562,7,13,23.0381754,27.17576445,36.06502496,28.75217206,32.17042122,24.88324556,101193.8277,2.362753409,692.4313019,0.299448504,0.232390121,1377.2
Kenedougou,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,707.883034,27,64,9,44,126.2733772,0,65.18973541,33.82544441,11.06067241,8,7,21.98429525,24.89867511,34.15749722,26.43704751,30.68655175,23.46232711,101281.6295,2.129444364,1029.122574,0.366005657,0.229882768,818.9
Mouhoun,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,458.6523205,21,47,3,34,35.12379366,35.12379366,48.07692337,35.12379366,9.758560012,7,11,21.8705012,25.39312787,36.30290951,28.04679756,31.3674486,23.55889621,101202.4533,2.228702705,642.8477773,0.31935119,0.302192756,1144
Nahouri,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,568.7495552,20,54,6,39,104.5081085,0,57.69594193,38.72967628,10.53239917,7,9,22.7142802,26.61097586,34.82761041,28.30752226,31.15981896,24.48805591,101231.8452,2.313850926,895.7187515,0.332872145,0.315558386,1328.8
Namentenga,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,380.9981336,15,42,5,25,53.92210577,0,41.92077255,27.95654917,9.071384133,6,10,22.9246305,27.43914441,38.68900292,29.22647126,33.47732209,24.96258407,101133.0895,2.593531201,493.7572767,0.193271948,0.212180177,1010.3
Oubritenga,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,446.4342925,16,43,6,31,61.20554202,0,49.93316269,33.83090107,10.38219285,6,8,22.63217199,27.12796776,37.77415206,29.25695947,32.87679848,24.73095901,101166.322,2.246697933,590.092655,0.253281221,0.244662238,585.8
Komandjoari,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,433.2176117,20,38,8,28,29.86021577,0,37.16814804,29.86021577,11.40046347,7,17,23.3548761,27.49274183,37.58977161,28.94897853,33.06357401,25.23214862,101152.6058,2.643513987,631.5456267,0.187289872,0.26817014,882
Oudalan,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,214.6384706,4,35,1,17,42.78647999,0,29.16936874,23.6225576,6.13252773,4,23,24.09833767,28.59148504,40.88498693,32.23236029,36.03026192,26.21744917,101044.4828,3.445712468,262.2241282,0.151714488,0.169637456,64.4
Komandjoari,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,540.0179322,23,51,9,34,63.81879598,0,51.12351608,34.15077186,10.58858691,8,9,22.75526471,27.18802767,37.73468693,28.99087351,33.21862837,25.15939412,101163.8047,2.81146516,780.2940387,0.193647849,0.271824728,910.3
Passore,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,438.3239841,17,41,4,31,121.1507608,38.38813801,46.18241501,38.38813801,10.69082888,5,8,21.8519542,26.43832393,38.79715906,29.40520653,32.70201667,24.28388018,101171.5121,2.202077246,577.5291476,0.217206662,0.27165763,843.7
Komandjoari,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,436.2474705,20,48,2,31,0,0,38.18160248,23.33952924,9.088488969,6,8,23.01824464,26.93712029,37.35065586,28.52557515,32.89383565,25.00653463,101142.0139,2.649240226,600.8536633,0.209508476,0.262686253,940.5
Poni,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,522.4640459,18,54,7,41,96.5498019,0,57.10217285,32.99262208,9.67526011,9,13,21.5188844,24.11750157,33.07872198,27.0888303,29.73258721,22.91972407,101271.0234,2.25512986,922.8870862,0.354996002,0.31219548,902.5
Komandjoari,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,483.9375614,20,40,7,29,104.9491862,41.42143034,60.22133255,41.42143034,12.09843903,6,12,22.23701351,26.74733386,38.84619742,28.31637887,33.05243643,24.95307285,101118.4923,2.660313435,661.0306677,0.215629398,0.274835026,623.9
Sanguie,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,475.0415747,20,46,5,34,59.22654556,0,51.39480972,33.49953182,10.32699075,7,17,21.71560564,25.50226722,36.30550919,28.22812253,31.48271444,23.65807895,101197.9417,2.160452956,647.2656077,0.240136462,0.284019007,714.5
Komandjoari,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,478.6178071,21,45,7,28,98.49377072,34.44613086,50.91986084,34.44613086,10.63595127,7,15,22.84373094,26.70447358,37.92668928,27.39654174,32.94811602,24.8127794,101102.2151,2.616218645,717.0623855,0.2032005,0.272640679,1327.4
Sanmatenga,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,382.2247162,18,37,5,25,79.203976,0,45.48767853,27.90624513,10.33039773,4,10,22.37450739,27.07290432,38.33705176,29.24153387,33.44124097,24.67331364,101137.2867,2.555446873,495.7072934,0.168898737,0.225423152,417.4
Komandjoari,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,484.9709445,21,44,4,37,33.19921506,0,54.17950058,33.19921506,11.02206692,8,10,22.37931558,27.01001553,38.0269292,27.95785723,33.41402033,24.8378014,101152.9901,2.570580672,668.7799617,0.191927094,0.275464737,613.8
Seno,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,277.4822506,12,34,1,21,27.03666523,0,37.65850067,27.03666523,8.161242666,3,11,23.60146193,28.1095722,39.63554908,30.43870056,34.84343454,25.8438034,101085.6712,3.086080727,352.3742106,0.232890693,0.184531152,252.9
Komandjoari,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,490.5480923,21,51,4,38,31.23920658,0,49.97512436,31.23920658,9.618590045,9,6,22.78091911,26.95790243,38.40382381,27.48727114,32.59155005,24.80402129,101101.8684,2.731479087,691.5575203,0.232687024,0.278584369,821.9
Komandjoari,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,485.1122902,21,44,8,31,64.44929983,0,60.46699142,32.8882793,11.02527932,6,13,22.56248189,26.63761672,37.2820549,30.37554795,33.43141618,24.31310599,101120.3756,2.722467173,628.5549011,0.179394954,0.283429023,666.7
Sissili,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,547.4386919,25,50,8,37,29.53021766,0,44.95322418,29.53021766,10.94877384,8,16,22.24093108,25.78671341,35.33738259,28.02605374,30.90467482,23.87839441,101237.5336,2.217378868,881.7828461,0.319614252,0.323628332,894.6
Komandjoari,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,535.4143185,20,48,10,31,66.43057194,0,49.53942871,33.75693961,11.15446497,7,10,23.42234088,26.96099048,38.93202115,27.36406228,32.99337451,25.08616339,101194.5774,2.572281106,705.2273705,0.276656506,0.297728104,1011.5
Soum,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,285.8947458,10,44,1,24,40.47631004,0,39.47293854,20.64621663,6.497607859,5,12,23.45254163,27.97101788,40.10587238,31.42451958,34.81457111,25.5077103,101084.0558,3.105900206,362.6299861,0.188057517,0.16801905,280.3
Komandjoari,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,505.765164,18,47,9,27,188.2369529,0,53.9942894,34.26526718,10.76096094,6,12,23.32194534,26.93554889,39.2481133,29.51835955,33.02992299,24.83426411,101158.0469,2.658828329,701.2204987,0.22226985,0.284113511,753.8
Komandjoari,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,508.062324,21,48,5,37,37.66994737,37.66994737,55.33278275,37.66994737,10.58463175,5,7,23.0056962,27.72915775,38.5024204,28.55596123,33.28390201,25.25181373,101190.5167,2.813998167,669.6790565,0.201136855,0.134494967,1027
Sourou,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,395.6147856,12,46,3,28,61.17135675,35.71700144,46.0451889,35.71700144,8.600321425,6,9,22.11921196,26.10839216,39.29523958,29.44170272,32.81455881,24.10568423,101154.257,2.234407346,535.2659957,0.231403581,0.28552431,1544.8
Komandjoari,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,616.551788,24,56,8,40,159.572482,37.3898886,57.12921143,37.3898886,11.00985336,9,9,23.24451792,27.46753615,38.43998038,28.93422029,33.38550485,25.16158442,101178.4605,2.473796341,764.3713523,0.254234894,0.105537472,1285.6
Tapoa,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,528.276699,21,57,6,41,27.4406986,0,49.44307327,27.4406986,9.268012263,7,18,23.34666916,26.96765814,36.7013169,28.54256369,32.46142467,25.20274996,101176.2158,2.64346933,803.4515788,0.258708928,0.307370549,1205.1
Komandjoari,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,526.8968586,24,48,5,35,35.24820039,35.24820039,57.21241379,35.24820039,10.97701789,5,8,23.18671609,27.39488286,38.13897741,28.68950952,33.22157454,25.18697109,101178.1813,2.514027987,721.3048978,0.250130726,0.12343274,1917.3
Yatenga,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,406.7063074,15,42,4,30,67.11110657,38.39780509,47.64071655,38.39780509,9.683483511,7,8,22.50919466,26.66096545,39.30432253,30.09132491,33.4571161,24.46215527,101141.9525,2.424039364,525.2075216,0.155835167,0.212953157,961.8
Zoundweogo,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,555.7051682,20,51,5,38,101.7922272,40.72070165,54.11534119,40.72070165,10.89617977,8,9,23.21328744,26.78764862,34.93987494,28.7339494,31.55175309,24.67695277,101215.9747,2.363292046,816.6953834,0.306008934,0.285912243,1402.9
Kompienga,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,579.747675,20,58,7,41,100.9132727,0,52.40795135,34.87035575,9.995649569,7,8,23.19527157,26.76429412,35.50374479,27.6448395,31.59373341,24.90846637,101195.9473,2.530789817,880.7458583,0.311140198,0.328955985,1381.6
Kompienga,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,607.3701188,24,49,11,33,221.750259,40.53958504,56.15319061,40.53958504,12.39530855,6,10,23.46574172,26.19403902,34.91625124,27.98509023,31.4950979,24.82805371,101213.6974,2.752465361,902.1415103,0.322300656,0.312673415,1033.6
Kompienga,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,542.1032543,25,54,3,40,34.42785384,0,57.23371124,34.42785384,10.03894915,7,9,23.17573498,26.35890786,35.75635754,27.88997451,31.54241796,24.78180098,101185.5148,2.581039133,804.2701656,0.329730192,0.326278942,951.5
Kompienga,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,661.7794003,22,57,13,35,192.3422688,92.79589241,73.69163513,48.01728092,11.61016492,9,9,23.01304708,26.15387581,36.3792602,26.85729773,31.43398892,24.55245917,101161.4858,2.572348257,931.1369256,0.328081755,0.340110876,467.5
Kompienga,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,623.7147914,27,60,6,40,100.5504699,0,63.75432205,37.4027103,10.39524652,10,8,22.90532305,26.06741388,36.07135791,26.91849677,31.43014598,24.58094192,101141.3151,2.492269731,893.3840826,0.337069336,0.344335181,1027.2
Koulpelogo,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,607.6617519,24,58,8,42,38.28231592,0,59.22344971,38.28231592,10.47692676,9,8,23.01032022,26.79510208,35.3099389,27.97390127,31.4182733,24.6500737,101209.5411,2.437157815,909.8719958,0.374493174,0.278340609,1128.5
Kompienga,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,651.6113892,28,59,9,41,39.86074172,39.86074172,65.65678406,39.86074172,11.04426083,11,8,22.92241061,26.43926032,35.46552471,27.23347548,31.8574716,24.80526952,101192.6843,2.541126001,981.3674651,0.320767297,0.35998014,857.8
Kompienga,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,595.1135947,23,56,7,41,92.50593868,0,52.22280502,35.26390918,10.62702848,12,6,22.93342799,26.05441861,35.83693847,27.50453535,31.24444139,24.48319157,101144.1338,2.63860493,928.9960472,0.357316848,0.319362814,732.2
Kourweogo,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,467.1870947,17,42,7,35,60.05694032,0,38.9979744,31.60465192,11.12350225,6,8,22.56930078,27.00071068,38.20309095,29.37354879,32.83344859,24.81291266,101180.6322,2.201214628,606.8946738,0.248447359,0.266908153,247.6
Kompienga,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,599.3601178,24,60,7,41,29.04489128,0,48.49887848,29.04489128,9.989335297,14,6,22.81567376,26.11839925,36.03156554,28.87074144,31.92082727,24.09623281,101163.0997,2.676895074,882.681022,0.297064611,0.346861684,587.7
Leraba,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,583.5988947,31,50,3,41,0,0,42.91578674,24.36180702,11.67197789,7,8,21.55490847,24.31485067,33.83852914,27.03721722,30.20351926,22.93697898,101295.7567,1.936769102,958.8168626,0.355065448,0.30834095,983.8
Kompienga,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,529.3055336,20,55,6,37,65.78131261,0,57.63674545,35.67377675,9.623736975,10,9,23.29322599,26.06276049,35.33081642,27.58676534,31.4571956,24.75045202,101232.823,2.504080528,870.4990528,0.405265306,0.351578232,847.7
Loroum,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,357.284898,14,46,2,23,55.60804029,32.38431493,39.95593262,32.38431493,7.767063001,4,8,22.82797631,27.00468746,39.73334775,30.75132773,33.98717631,24.75129697,101118.339,2.862333153,446.2398745,0.156807454,0.175829796,552.2
Kompienga,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,512.6843024,16,57,6,35,70.71003789,0,58.19585419,35.61064173,8.994461445,9,13,22.97313933,26.34433015,35.75351514,27.81933998,31.60524171,24.51309582,101197.666,2.642616343,798.7342769,0.325589759,0.316662911,1034.7
Kompienga,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,543.7358839,24,56,5,40,0,0,38.52484512,25.48599935,9.709569356,7,9,22.78023715,26.56076379,35.77719971,27.57347742,31.73595778,24.92080545,101236.6695,2.737611108,793.7576648,0.337304546,0.176615231,827
Nayala,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,457.2778376,17,49,5,36,32.90929546,32.90929546,46.07568741,32.90929546,9.332200768,7,8,21.89680427,25.52987877,38.06286514,28.63086392,31.92449252,23.74219448,101178.5136,2.161401509,610.1290736,0.25050594,0.290512944,769.3
Kompienga,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,692.3949605,26,58,12,42,140.9825579,44.29957638,66.75997162,44.29957638,11.93784415,9,7,23.44041303,26.95808336,35.86336491,28.08677826,31.87488988,25.1561163,101213.9137,2.400807489,913.4321236,0.370371848,0.12815563,1039.2
Noumbiel,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,576.4431927,18,56,7,37,201.8267391,0,60.23313904,39.03358043,10.29362844,7,9,21.62485994,24.30823251,33.56146966,27.27863416,29.90695165,23.11959182,101278.4476,2.207526148,1033.069606,0.344671356,0.324622162,1263.6
Kompienga,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,609.723892,29,63,6,43,64.47532852,0,49.35494232,33.55018543,9.678157016,10,10,22.75599052,26.23591809,35.99296231,26.93894227,31.65949007,24.58264902,101214.4417,2.45845731,863.7077553,0.366864102,0.171807377,1100.8
Tuy,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,449.1629575,19,46,4,35,30.31600053,0,41.39632034,30.31600053,9.76441212,7,14,21.57874461,25.046734,34.89023398,27.77402597,30.63003619,23.25386167,101232.0475,2.191612445,686.2592217,0.33505178,0.306241283,963.2
Yagha,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,373.4510543,17,34,6,25,52.18770505,0,43.00792694,27.21594887,10.98385454,4,13,23.43529917,27.87898485,38.91507357,29.0908193,34.13243673,25.45437412,101105.1994,2.753689452,478.8891109,0.188282223,0.188743478,836.9
Ziro,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,564.162244,23,48,6,40,38.68055548,0,57.8502655,38.68055548,11.75338008,7,16,22.65399262,26.24466029,36.27182111,28.52066698,31.39172346,24.24113546,101227.9348,2.278140194,831.5886871,0.303679704,0.315091417,1516.4
Zondoma,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,456.9400283,17,42,4,33,104.0343322,41.91454506,46.83113098,41.91454506,10.87952448,4,8,21.90408831,26.26213182,38.44927472,29.49353383,32.78272082,24.12949445,101164.4668,2.275425927,596.713468,0.1830869,0.272397552,680.6
Kossi,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,459.7136129,18,45,5,31,71.8364726,42.84271118,58.08427811,42.84271118,10.21585806,8,10,22.59044018,26.24498628,37.45013062,27.68613344,32.3043846,24.3114574,101178.9511,2.345686268,609.1777535,0.273485983,0.283996605,1090.2
Kossi,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,549.2643271,22,61,5,44,54.05739565,0,49.06705093,27.89892818,9.004333232,10,6,22.66898474,26.06754685,36.76062888,28.62858733,32.35736278,24.30107605,101160.2775,2.363126232,752.9187797,0.28635068,0.253082703,941.9
Kossi,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,560.1009705,22,56,7,38,138.9322583,50.52670645,73.09411621,50.52670645,10.00180304,9,12,22.73423298,26.28717315,36.27062383,28.47039686,32.21286633,24.53906298,101138.9236,2.26604337,705.2166189,0.297450324,0.296895983,921.8
Kossi,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,512.8290271,19,53,7,38,31.06006084,0,47.22537613,31.06006084,9.676019378,7,11,22.28463898,26.50728416,36.40552315,28.49962596,31.997245,24.06903828,101118.5032,2.282831772,685.5799423,0.308248801,0.288337299,950.3
Kossi,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,548.9479533,24,52,6,36,65.77126756,38.73238004,57.91805649,38.73238004,10.55669141,7,7,22.24393546,26.2435991,37.95844318,26.9375238,32.19330153,24.06125613,101182.2424,2.176952558,753.1520835,0.267443884,0.273593967,881
