province,year,driver.TSA,Driver.TNA,sahel_rainfall,QBO,NAO,gmsst,EA,AMM_sst,Driver.NTA,AMO_sst,Driver.AO,PDO,PRCPTOT,R10mm,R1mm,R20mm,R5mm,R95pTOT,R99pTOT,RX1day,RX5day,SDII,CWD,CDD,TNn,TNx,TXx,TXn,Chirts_Tmax_Temp,Chirts_Tmin_Temp,ERA5_Pressure,ERA5_wins,chirps_Prec,ERA5_soil_moisture,NDVI,sorgho
Kenedougou,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,601.4524114,32,55,4,43,0,0,53.5113678,27.87756566,10.93549839,8,8,22.04943599,24.88469428,34.31501111,26.71615213,30.48482074,23.1047911,101271.5349,2.022460714,997.7652989,0.351381494,0.339475458,1147.52
Kenedougou,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,782.9823855,32,62,11,51,235.413342,0,69.07826996,39.2014895,12.62874815,9,11,21.23021248,24.43258184,34.72557481,24.80895083,30.10340594,22.98490752,101202.0262,2.225957622,1236.875602,0.388808832,0.336666903,947.7167019
Kenedougou,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,527.6974671,23,62,2,40,0,0,49.57317352,26.23151744,8.511249469,9,7,21.92415865,25.07341508,33.76239195,26.79031645,30.7252658,23.37134846,101235.4345,2.112948432,874.0835706,0.359023693,0.353184992,947.0833333
Komandjoari,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,436.2474705,20,48,2,31,0,0,38.18160248,23.33952924,9.088488969,6,8,23.01824464,26.93712029,37.35065586,28.52557515,32.89383565,25.00653463,101142.0139,2.649240226,600.8536633,0.209508476,0.262686253,1183.846914
Kenedougou,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,704.2391285,28,61,8,44,167.2486676,92.38104191,66.38970184,48.33876589,11.54490375,7,13,21.50763537,23.7168961,33.97835424,25.82854622,30.1230992,22.83840462,101302.0775,2.063429262,1059.056854,0.373745968,0.324271074,798.6976744
Kenedougou,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,682.4520967,28,62,8,44,106.7939478,42.81632613,89.27047729,42.81632613,11.00729188,11,14,21.99258054,24.80425879,35.08388966,27.46686757,30.5339242,23.19308082,101264.1938,2.130646338,993.1589206,0.36197021,0.331687631,774.7434227
Kompienga,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,542.1032543,25,54,3,40,34.42785384,0,57.23371124,34.42785384,10.03894915,7,9,23.17573498,26.35890786,35.75635754,27.88997451,31.54241796,24.78180098,101185.5148,2.581039133,804.2701656,0.329730192,0.326278942,972.4820419
Kenedougou,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,676.5028362,32,63,6,44,67.50052183,0,61.37759781,38.28497526,10.73814026,8,10,21.59523954,24.50004505,34.32707731,27.3470672,30.59132885,23.15781986,101307.5831,2.194599072,1103.175301,0.337618738,0.209254169,876
Kenedougou,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,939.8599521,39,63,17,51,255.0796514,86.81875074,68.57839966,43.90122959,14.91841194,8,5,21.9275118,25.00109967,35.75023391,26.92559572,30.7904306,23.49861734,101279.6798,2.088565457,1202.969536,0.369233296,0.203007799,992.4946292
Tapoa,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,550.4392503,25,53,3,37,67.56923819,39.5067962,64.59954071,39.5067962,10.38564623,7,12,22.79934093,26.94552841,36.47094955,28.26683814,32.35195463,24.96246689,101164.2463,2.667451707,736.7199156,0.278483915,0.302912447,1310.276
Kenedougou,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,707.883034,27,64,9,44,126.2733772,0,65.18973541,33.82544441,11.06067241,8,7,21.98429525,24.89867511,34.15749722,26.43704751,30.68655175,23.46232711,101281.6295,2.129444364,1029.122574,0.366005657,0.229882768,984.758314
Tuy,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,618.6664013,25,60,6,43,75.23978496,41.07695275,56.12903976,41.07695275,10.31110669,7,7,22.34372469,24.92144371,34.88844028,27.58815571,30.92329412,23.72800021,101225.5278,2.329748898,965.415093,0.35664401,0.305048363,1935.492909
Komandjoari,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,483.9375614,20,40,7,29,104.9491862,41.42143034,60.22133255,41.42143034,12.09843903,6,12,22.23701351,26.74733386,38.84619742,28.31637887,33.05243643,24.95307285,101118.4923,2.660313435,661.0306677,0.215629398,0.274835026,755.9049415
Loroum,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,404.173071,13,46,4,32,45.70899974,0,40.58332443,23.31320962,8.786371108,8,9,23.16225208,27.71961136,38.79029953,29.91949744,33.92872545,25.26758228,101105.116,2.992238123,507.6057943,0.171978414,0.172150768,1665.107692
Komandjoari,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,478.6178071,21,45,7,28,98.49377072,34.44613086,50.91986084,34.44613086,10.63595127,7,15,22.84373094,26.70447358,37.92668928,27.39654174,32.94811602,24.8127794,101102.2151,2.616218645,717.0623855,0.2032005,0.272640679,1208.420964
Komandjoari,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,484.9709445,21,44,4,37,33.19921506,0,54.17950058,33.19921506,11.02206692,8,10,22.37931558,27.01001553,38.0269292,27.95785723,33.41402033,24.8378014,101152.9901,2.570580672,668.7799617,0.191927094,0.275464737,690
Passore,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,454.3151598,15,58,2,39,26.23177285,0,36.53721619,26.23177285,7.833019997,8,7,23.0206394,26.79378531,36.74293876,28.63594847,32.71876353,24.94935973,101162.4555,2.300924167,595.5113176,0.232440229,0.234759955,459.6923077
Komandjoari,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,490.5480923,21,51,4,38,31.23920658,0,49.97512436,31.23920658,9.618590045,9,6,22.78091911,26.95790243,38.40382381,27.48727114,32.59155005,24.80402129,101101.8684,2.731479087,691.5575203,0.232687024,0.278584369,811.5529341
Yatenga,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,439.0472678,15,57,3,36,0,0,39.62650299,21.76070437,7.702583646,11,11,22.98775614,27.34923235,38.01979296,29.49901187,33.42412459,24.9380442,101130.1348,2.573751903,571.1220571,0.165390383,0.192660074,843.9692308
Komandjoari,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,485.1122902,21,44,8,31,64.44929983,0,60.46699142,32.8882793,11.02527932,6,13,22.56248189,26.63761672,37.2820549,30.37554795,33.43141618,24.31310599,101120.3756,2.722467173,628.5549011,0.179394954,0.283429023,743.0325901
Zondoma,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,457.6196224,16,58,3,33,0,0,35.30697632,23.63484593,7.889993489,11,7,22.81008796,26.87998354,37.15126032,28.93759514,32.78131371,24.79805194,101154.3478,2.423370538,608.9021301,0.19496951,0.240845154,213.2235294
Komandjoari,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,535.4143185,20,48,10,31,66.43057194,0,49.53942871,33.75693961,11.15446497,7,10,23.42234088,26.96099048,38.93202115,27.36406228,32.99337451,25.08616339,101194.5774,2.572281106,705.2273705,0.276656506,0.297728104,985.5079365
Komandjoari,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,505.765164,18,47,9,27,188.2369529,0,53.9942894,34.26526718,10.76096094,6,12,23.32194534,26.93554889,39.2481133,29.51835955,33.02992299,24.83426411,101158.0469,2.658828329,701.2204987,0.22226985,0.284113511,944.6699061
Kourweogo,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,483.9993277,17,51,4,41,32.18407693,0,36.13216019,32.18407693,9.490182896,5,6,23.55133781,26.94469688,36.66038548,28.66486665,32.81127381,25.27596103,101171.7256,2.274155191,619.423919,0.259799778,0.238195573,1290.763636
Komandjoari,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,508.062324,21,48,5,37,37.66994737,37.66994737,55.33278275,37.66994737,10.58463175,5,7,23.0056962,27.72915775,38.5024204,28.55596123,33.28390201,25.25181373,101190.5167,2.813998167,669.6790565,0.201136855,0.134494967,1390
Oubritenga,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,468.1879065,19,53,1,39,0,0,33.43153763,22.48211162,8.833734085,7,7,22.9254023,27.05350998,36.82636732,28.65580031,32.85303324,25.09030306,101157.7233,2.303926661,600.0139548,0.265068895,0.225323235,539.6
Komandjoari,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,616.551788,24,56,8,40,159.572482,37.3898886,57.12921143,37.3898886,11.00985336,9,9,23.24451792,27.46753615,38.43998038,28.93422029,33.38550485,25.16158442,101178.4605,2.473796341,764.3713523,0.254234894,0.105537472,871.9167738
Oudalan,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,280.5785532,8,42,1,22,27.34480195,27.34480195,47.92975235,27.34480195,6.680441743,7,14,23.82891273,28.59272237,40.87661794,30.64387825,35.69613597,26.30298059,101038.2077,3.585979539,341.5671085,0.155547165,0.163134559,158
Komandjoari,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,526.8968586,24,48,5,35,35.24820039,35.24820039,57.21241379,35.24820039,10.97701789,5,8,23.18671609,27.39488286,38.13897741,28.68950952,33.22157454,25.18697109,101178.1813,2.514027987,721.3048978,0.250130726,0.12343274,721.1735834
Seno,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,297.7883539,7,49,2,20,22.84970842,0,37.74483109,22.84970842,6.077313345,6,18,23.64723303,28.2238396,39.2340528,29.83037184,34.55508878,26.04997862,101080.8803,3.181411146,392.6211242,0.246835114,0.148444539,12.35675676
Soum,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,357.82932,12,54,1,29,20.36804218,0,36.86701584,20.36804218,6.626468889,8,12,23.4621985,28.03024699,39.54759167,30.22197627,34.57560995,25.71096049,101076.8365,3.251977519,432.9628865,0.1967638,0.167297014,416.4923077
Yagha,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,363.4003479,15,44,1,30,0,0,32.97711563,20.40187739,8.259098815,9,10,23.26859977,27.86015466,38.84745996,29.67547809,33.87081616,25.71529719,101099.418,2.768091211,489.4952302,0.21660404,0.15819492,1247.180488
Noumbiel,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,535.879487,21,45,9,34,91.30007171,0,56.74095917,34.07814426,11.90843304,8,11,21.98141648,24.39607471,33.8566712,26.57999385,30.14747532,23.31306655,101269.2664,2.333659749,1054.322344,0.357270982,0.313243735,695.0707088
Kompienga,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,661.7794003,22,57,13,35,192.3422688,92.79589241,73.69163513,48.01728092,11.61016492,9,9,23.01304708,26.15387581,36.3792602,26.85729773,31.43398892,24.55245917,101161.4858,2.572348257,931.1369256,0.328081755,0.340110876,610.2302917
Poni,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,590.2798067,23,58,9,39,100.7337188,39.38955652,70.89759827,39.38955652,10.17723805,9,10,21.91199753,24.4008893,33.51670848,26.3333515,30.08002357,23.20765271,101263.356,2.387510806,1089.797372,0.366050413,0.305961217,2501.55
Kompienga,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,623.7147914,27,60,6,40,100.5504699,0,63.75432205,37.4027103,10.39524652,10,8,22.90532305,26.06741388,36.07135791,26.91849677,31.43014598,24.58094192,101141.3151,2.492269731,893.3840826,0.337069336,0.344335181,1083.667795
Kompienga,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,651.6113892,28,59,9,41,39.86074172,39.86074172,65.65678406,39.86074172,11.04426083,11,8,22.92241061,26.43926032,35.46552471,27.23347548,31.8574716,24.80526952,101192.6843,2.541126001,981.3674651,0.320767297,0.35998014,1040
Kompienga,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,595.1135947,23,56,7,41,92.50593868,0,52.22280502,35.26390918,10.62702848,12,6,22.93342799,26.05441861,35.83693847,27.50453535,31.24444139,24.48319157,101144.1338,2.63860493,928.9960472,0.357316848,0.319362814,906.9777778
Kossi,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,560.1009705,22,56,7,38,138.9322583,50.52670645,73.09411621,50.52670645,10.00180304,9,12,22.73423298,26.28717315,36.27062383,28.47039686,32.21286633,24.53906298,101138.9236,2.26604337,705.2166189,0.297450324,0.296895983,898.2565449
Kompienga,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,599.3601178,24,60,7,41,29.04489128,0,48.49887848,29.04489128,9.989335297,14,6,22.81567376,26.11839925,36.03156554,28.87074144,31.92082727,24.09623281,101163.0997,2.676895074,882.681022,0.297064611,0.346861684,743.3103448
Kompienga,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,529.3055336,20,55,6,37,65.78131261,0,57.63674545,35.67377675,9.623736975,10,9,23.29322599,26.06276049,35.33081642,27.58676534,31.4571956,24.75045202,101232.823,2.504080528,870.4990528,0.405265306,0.351578232,989.36947
Mouhoun,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,584.2256257,22,57,6,38,74.53839613,45.94494613,71.82398987,45.94494613,10.24957238,9,8,22.63093827,25.89956072,34.99993111,28.25606222,31.3080844,24.03664659,101168.4676,2.3551746,786.3209676,0.324834662,0.315623524,1093.558753
Kompienga,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,512.6843024,16,57,6,35,70.71003789,0,58.19585419,35.61064173,8.994461445,9,13,22.97313933,26.34433015,35.75351514,27.81933998,31.60524171,24.51309582,101197.666,2.642616343,798.7342769,0.325589759,0.316662911,907.567956
Nayala,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,574.1178516,23,53,4,40,62.39799744,62.39799744,74.48265076,62.39799744,10.83241229,9,9,21.91054721,25.99681433,35.28561551,28.15303843,31.68341209,24.01635271,101145.5199,2.250107257,732.6151487,0.254907853,0.298713996,936.459226
Kompienga,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,543.7358839,24,56,5,40,0,0,38.52484512,25.48599935,9.709569356,7,9,22.78023715,26.56076379,35.77719971,27.57347742,31.73595778,24.92080545,101236.6695,2.737611108,793.7576648,0.337304546,0.176615231,1055
Kompienga,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,692.3949605,26,58,12,42,140.9825579,44.29957638,66.75997162,44.29957638,11.93784415,9,7,23.44041303,26.95808336,35.86336491,28.08677826,31.87488988,25.1561163,101213.9137,2.400807489,913.4321236,0.370371848,0.12815563,1263.155494
Sourou,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,548.6057277,22,54,5,36,109.4667442,61.0554664,75.88051605,61.0554664,10.15936533,8,9,21.97996865,26.35577539,36.28397467,28.49444693,32.24984274,24.37081447,101124.3079,2.293845786,678.8797268,0.258408313,0.276485581,826.3854187
Kompienga,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,609.723892,29,63,6,43,64.47532852,0,49.35494232,33.55018543,9.678157016,10,10,22.75599052,26.23591809,35.99296231,26.93894227,31.65949007,24.58264902,101214.4417,2.45845731,863.7077553,0.366864102,0.171807377,1246.905618
Leraba,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,688.9424036,27,55,9,46,141.2029464,74.88874084,107.6202774,74.88874084,12.52622552,7,9,22.19623367,24.69643261,33.32552005,26.61021585,30.06532812,23.24561806,101260.362,2.159809253,1037.358066,0.358806073,0.325268859,907.9785403
Koulpelogo,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,699.6290514,24,55,11,37,249.2729218,142.1255842,87.49874878,49.1965488,12.72052821,9,8,22.85747912,26.03817671,35.87990815,27.33733304,31.35261497,24.50140312,101176.3047,2.47582131,951.0372474,0.39909916,0.309664754,869.4076248
Kouritenga,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,548.9268268,17,49,7,29,136.1800165,68.21045764,92.89315796,68.21045764,11.2025883,11,15,22.68801084,26.37804937,36.82511189,28.15650478,32.2379699,24.82520735,101161.367,2.401594154,729.3931907,0.316784061,0.265757862,1323.346559
Kossi,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,512.8290271,19,53,7,38,31.06006084,0,47.22537613,31.06006084,9.676019378,7,11,22.28463898,26.50728416,36.40552315,28.49962596,31.997245,24.06903828,101118.5032,2.282831772,685.5799423,0.308248801,0.288337299,1085.528088
Namentenga,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,450.2023655,14,52,5,27,132.2671554,55.29204297,89.34401703,55.29204297,8.657737799,11,8,22.80320023,27.34571133,38.55754019,28.74107686,33.33699862,25.16914606,101107.5993,2.583801312,573.8236499,0.234742664,0.225138048,827.8135684
Kossi,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,548.9479533,24,52,6,36,65.77126756,38.73238004,57.91805649,38.73238004,10.55669141,7,7,22.24393546,26.2435991,37.95844318,26.9375238,32.19330153,24.06125613,101182.2424,2.176952558,753.1520835,0.267443884,0.273593967,883.6363636
Sanmatenga,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,429.0800559,13,50,5,28,122.7319987,43.06728101,80.02080536,43.06728101,8.581601118,7,10,22.571788,27.2320348,38.38604815,28.76619883,33.18477793,24.98806264,101112.7185,2.530814658,547.2121968,0.209701747,0.24593983,726.2406139
Kossi,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,633.2452868,23,58,9,40,191.9971603,0,53.69118118,36.67117949,10.91802219,9,10,22.43888883,26.19947663,38.55468869,27.2872286,31.92054425,24.27725484,101113.9308,2.305791425,884.8664729,0.322730743,0.287583446,1175.551821
Sanguie,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,548.1511275,17,59,6,37,75.4067279,48.876811,63.77967072,48.876811,9.290697075,10,8,22.19442681,25.66905651,35.48856015,28.17295417,31.39705731,23.91420623,101163.7534,2.253742437,746.4901832,0.240988835,0.298123912,692.7810826
Kossi,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,477.6644313,18,56,2,40,55.66557385,0,53.32802963,28.10847391,8.529721987,7,6,21.9589496,25.99358695,37.20999486,28.30968138,32.61105419,23.61548816,101141.0633,2.296348459,656.0996404,0.239323155,0.272018833,870.7692308
Sissili,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,663.5777174,26,57,7,41,169.8312594,132.2084784,83.73426056,45.24334893,11.64171434,9,10,22.97582681,25.67086291,34.70859088,27.77651826,30.93261046,24.17839343,101202.2105,2.337507681,911.5421139,0.323194366,0.343466018,1324.989304
Kossi,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,653.2174621,25,58,8,42,180.7068967,88.75016071,71.50898743,46.10763083,11.26237004,7,7,22.26871684,25.30930536,36.13705161,27.54249295,31.68816434,23.88643066,101216.1614,2.157537595,878.8562584,0.310139933,0.27471415,1080.606061
Ziro,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,663.3944968,26,60,8,36,170.2036874,97.70897077,72.68228149,53.96113673,11.05657495,10,8,23.06083897,25.99068801,35.50721151,28.04879625,31.31455341,24.46736589,101194.0517,2.355657147,892.7427282,0.316779561,0.346750647,1414.881647
Kossi,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,518.1364931,21,51,5,34,124.9841043,0,51.34000397,35.6474952,10.15953908,8,8,22.2838033,26.00593939,36.30000323,28.66360023,32.26992219,24.04978985,101172.9734,2.277194777,682.4307892,0.288444756,0.284235194,1203.293342
Nahouri,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,760.1800978,29,52,12,41,228.5274304,191.3818861,74.17332458,57.34473128,14.61884803,9,11,23.29527488,25.91139258,35.03195356,28.07148687,31.14128348,24.53269016,101195.5864,2.328791539,984.3544034,0.360182824,0.335462201,715.785166
Kossi,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,500.9185411,24,51,5,35,58.20078826,0,44.37693787,31.4979957,9.821932178,8,9,21.977196,26.41771679,38.06296991,28.04650489,32.37614246,24.15056134,101210.0825,2.406806704,690.9686218,0.25390781,0.129566841,963
Zoundweogo,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,685.8135882,23,51,11,38,216.8372384,144.6047839,87.40499115,61.53591509,13.44732526,10,8,23.30976769,26.26002428,35.92996667,28.13730108,31.54887179,24.74893155,101182.3655,2.356510255,900.8849546,0.347621338,0.307867841,1247.882899
Kossi,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,764.3928516,29,61,11,48,205.3869113,48.76530125,69.45566559,48.76530125,12.53103035,13,7,22.59295691,26.6864859,38.54160663,27.26885582,32.02395516,24.17947136,101198.5176,2.118819693,915.3392682,0.316990315,0.110930058,1034.983101
Kossi,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,551.1857512,21,55,8,40,86.46511485,0,48.97650528,32.1879818,10.02155911,8,8,22.20986636,26.02425414,37.50698093,27.76335308,32.15248138,24.17767074,101195.0705,2.226852387,738.1106614,0.288830931,0.136337736,920.5013421
Koulpelogo,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,634.3737114,28,52,8,42,110.8338573,42.38769122,63.83454132,42.38769122,12.19949445,7,9,22.69742936,25.95731193,35.9638458,26.59559793,31.21266947,24.30212996,101154.0101,2.411967869,885.9451195,0.397625838,0.304035316,1290.933888
Tapoa,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,610.3971489,25,53,10,35,178.9826256,35.89698329,55.78009796,35.89698329,11.51692734,10,17,23.18611482,26.77694126,38.61246657,27.65116488,32.4585892,25.12632246,101141.2465,2.667187025,842.5367212,0.287231736,0.329354618,939.0510738
Koulpelogo,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,666.737565,25,61,9,43,130.6760472,0,65.37586975,34.77622466,10.93012402,14,9,22.61845181,26.15367132,34.95765912,27.44189798,31.62443492,24.53073648,101209.8916,2.393814866,998.9203421,0.384325937,0.311256414,830.2222222
Koulpelogo,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,621.9984268,29,55,7,36,92.43291035,0,50.18089294,34.87769176,11.3090623,9,6,22.32988441,25.71324815,35.27418326,26.90925672,30.93800182,24.11797456,101156.8715,2.541106814,965.3021265,0.417722155,0.283602202,1371.764706
