province,year,driver.TSA,Driver.TNA,sahel_rainfall,QBO,NAO,gmsst,EA,AMM_sst,Driver.NTA,AMO_sst,Driver.AO,PDO,PRCPTOT,R10mm,R1mm,R20mm,R5mm,R95pTOT,R99pTOT,RX1day,RX5day,SDII,CWD,CDD,TNn,TNx,TXx,TXn,Chirts_Tmax_Temp,Chirts_Tmin_Temp,ERA5_Pressure,ERA5_wins,chirps_Prec,ERA5_soil_moisture,NDVI,sorgho
Tuy,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,449.1629575,19,46,4,35,30.31600053,0,41.39632034,30.31600053,9.76441212,7,14,21.57874461,25.046734,34.89023398,27.77402597,30.63003619,23.25386167,101232.0475,2.191612445,686.2592217,0.33505178,0.306241283,1125.729966
Comoe,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,585.237824,22,58,3,38,65.57824798,65.57824798,111.1446686,65.57824798,10.09030731,12,13,22.23416968,24.4789139,33.16498237,27.15760785,30.07342471,23.28885802,101238.9279,2.278316818,918.4852083,0.377669298,0.336168788,1439.267056
Loroum,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,357.284898,14,46,2,23,55.60804029,32.38431493,39.95593262,32.38431493,7.767063001,4,8,22.82797631,27.00468746,39.73334775,30.75132773,33.98717631,24.75129697,101118.339,2.862333153,446.2398745,0.156807454,0.175829796,727.0481584
Comoe,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,782.24302,29,60,12,42,235.1045448,172.4185993,105.7456741,71.90996362,13.03738367,10,9,21.33962436,24.25831489,34.0038083,26.53468333,29.90946232,22.81884964,101212.0157,2.140883385,1091.135196,0.402672177,0.338957768,1103.914212
Passore,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,438.3239841,17,41,4,31,121.1507608,38.38813801,46.18241501,38.38813801,10.69082888,5,8,21.8519542,26.43832393,38.79715906,29.40520653,32.70201667,24.28388018,101171.5121,2.202077246,577.5291476,0.217206662,0.27165763,892.2614958
Comoe,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,540.9826474,24,56,3,34,31.63909533,0,74.26014709,31.63909533,9.660404418,9,9,21.55781966,24.01869014,33.63006733,26.62021987,30.02335029,22.77044606,101280.1461,2.017859376,925.4794765,0.372754287,0.344063895,1005.517241
Yatenga,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,406.7063074,15,42,4,30,67.11110657,38.39780509,47.64071655,38.39780509,9.683483511,7,8,22.50919466,26.66096545,39.30432253,30.09132491,33.4571161,24.46215527,101141.9525,2.424039364,525.2075216,0.155835167,0.212953157,1027.083525
Comoe,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,686.4495217,25,56,12,38,168.3016936,51.70039935,74.01818085,51.70039935,12.25802717,7,11,21.12810047,23.9958454,35.17435674,25.7067792,29.91588759,22.84296126,101210.2486,2.230032457,1118.590798,0.386080656,0.335673433,732.972973
Zondoma,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,456.9400283,17,42,4,33,104.0343322,41.91454506,46.83113098,41.91454506,10.87952448,4,8,21.90408831,26.26213182,38.44927472,29.49353383,32.78272082,24.12949445,101164.4668,2.275425927,596.713468,0.1830869,0.272397552,607.0550171
Comoe,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,542.6773224,21,57,4,40,38.65416643,0,74.78120422,38.65416643,9.52065478,6,11,21.59684066,24.13856217,33.87790394,26.09050647,30.26356618,22.93597255,101245.1061,2.114577018,936.9721222,0.374585567,0.349994863,973.6
Ganzourgou,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,456.5996164,17,49,7,32,64.96677048,0,51.34067917,35.48860605,9.318359518,6,13,23.09998557,27.00639901,36.11134689,28.97669354,32.23328097,24.79348289,101184.1972,2.299227201,652.6889719,0.32355414,0.26010354,1583.893484
Comoe,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,559.502181,21,56,9,34,68.52858372,0,61.88046646,35.5015778,9.991110375,8,12,21.25732183,23.70730959,33.27309824,25.87289348,29.87355615,22.6484957,101310.4759,2.108439362,974.1199096,0.380884912,0.31893541,1115.785714
Kourweogo,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,467.1870947,17,42,7,35,60.05694032,0,38.9979744,31.60465192,11.12350225,6,8,22.56930078,27.00071068,38.20309095,29.37354879,32.83344859,24.81291266,101180.6322,2.201214628,606.8946738,0.248447359,0.266908153,376.298364
Comoe,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,579.0247485,23,63,3,41,30.30177195,0,66.97919464,30.30177195,9.190869024,8,12,21.5516457,24.00745259,35.91495374,26.93510578,30.12169751,22.78898872,101273.5601,2.190793794,980.0312933,0.354683488,0.347703704,879.6545081
Oubritenga,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,446.4342925,16,43,6,31,61.20554202,0,49.93316269,33.83090107,10.38219285,6,8,22.63217199,27.12796776,37.77415206,29.25695947,32.87679848,24.73095901,101166.322,2.246697933,590.092655,0.253281221,0.244662238,366.9835775
Comoe,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,576.8434137,23,56,6,36,101.2095645,0,82.37477875,38.70936735,10.30077524,9,14,21.51036435,24.28728415,33.74839798,26.55953479,30.34908051,22.97764787,101316.2976,2.172138211,1069.962861,0.352673346,0.226079715,1138
Oudalan,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,214.6384706,4,35,1,17,42.78647999,0,29.16936874,23.6225576,6.13252773,4,23,24.09833767,28.59148504,40.88498693,32.23236029,36.03026192,26.21744917,101044.4828,3.445712468,262.2241282,0.151714488,0.169637456,519.9640385
Comoe,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,734.0151923,31,54,13,40,182.396665,0,72.21690369,39.91664788,13.59287393,10,8,22.15295256,24.54572584,35.03283123,26.97222422,30.41899844,23.28071576,101283.9578,2.08543944,1055.311729,0.369916565,0.259616447,1591.973702
Comoe,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,664.5941198,26,61,8,38,97.3817402,0,67.03057861,35.36088335,10.89498557,10,10,21.78789699,24.79714597,34.14365272,26.98793941,30.29249251,23.30635805,101288.9782,2.113195281,1050.921033,0.377921727,0.242924808,1347.224156
Seno,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,277.4822506,12,34,1,21,27.03666523,0,37.65850067,27.03666523,8.161242666,3,11,23.60146193,28.1095722,39.63554908,30.43870056,34.84343454,25.8438034,101085.6712,3.086080727,352.3742106,0.232890693,0.184531152,491.574278
Soum,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,285.8947458,10,44,1,24,40.47631004,0,39.47293854,20.64621663,6.497607859,5,12,23.45254163,27.97101788,40.10587238,31.42451958,34.81457111,25.5077103,101084.0558,3.105900206,362.6299861,0.188057517,0.16801905,502.903421
Ganzourgou,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,585.2960367,24,45,9,35,188.0945094,0,52.96780014,37.50014826,13.00657859,5,12,23.04078186,26.54813012,36.43418345,28.51120322,32.33878929,24.94251016,101193.9387,2.448725166,785.1435019,0.326152451,0.268407371,1696.185965
Yagha,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,373.4510543,17,34,6,25,52.18770505,0,43.00792694,27.21594887,10.98385454,4,13,23.43529917,27.87898485,38.91507357,29.0908193,34.13243673,25.45437412,101105.1994,2.753689452,478.8891109,0.188282223,0.188743478,917.3842625
Ganzourgou,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,462.837091,23,53,1,38,0,0,42.1462822,24.91676449,8.732775302,7,8,22.81771259,26.67540428,35.83934364,28.39813833,32.11500601,24.73649081,101175.3657,2.345776141,625.9443489,0.339062177,0.247036263,673.7777778
Ganzourgou,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,535.9021886,18,48,5,32,165.532879,69.51655479,89.48438263,69.51655479,11.16462893,13,8,22.98248087,26.55804094,36.90831146,28.16044334,32.29831481,24.91078522,101153.0559,2.324044166,697.9337242,0.34756331,0.278802645,1134.232404
Ganzourgou,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,573.0755556,23,44,9,34,159.6498898,40.46248143,48.92101669,40.46248143,13.02444445,5,8,22.49085719,25.94098338,36.41960913,26.58222236,32.01309896,24.02003528,101128.922,2.292617104,758.5825719,0.352308366,0.264385888,1142.755925
Ganzourgou,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,658.4384173,26,52,9,39,241.0018194,84.68409733,71.8575592,43.76312087,12.66227726,8,10,22.42906823,26.23117803,36.29567779,27.88510839,32.49621123,24.40699109,101189.6732,2.2134851,881.2160312,0.321683672,0.273067414,994.8237179
Ioba,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,532.1865882,24,49,6,41,30.9102671,0,49.83714676,30.9102671,10.86095078,9,13,21.82197887,25.06412721,34.34640169,27.64109336,30.46575829,23.39986521,101234.711,2.168230688,861.6511804,0.326714807,0.292321308,1463.29758
Ganzourgou,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,580.8028214,29,53,6,37,64.30436407,0,51.69451141,35.38580018,10.9585438,6,8,22.24340718,26.10889155,37.07753519,26.65282969,31.71441897,24.26385572,101130.8782,2.38023088,846.8550841,0.362820167,0.253979335,946.1728395
Noumbiel,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,576.4431927,18,56,7,37,201.8267391,0,60.23313904,39.03358043,10.29362844,7,9,21.62485994,24.30823251,33.56146966,27.27863416,29.90695165,23.11959182,101278.4476,2.207526148,1033.069606,0.344671356,0.324622162,947.4675494
Ganzourgou,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,500.9048523,19,42,6,30,118.9985367,90.96272717,71.34627533,50.27018192,11.92630601,5,8,22.36848081,26.46062205,36.20766358,28.73765307,32.41526621,24.37697978,101161.7631,2.329948781,711.6074717,0.335481379,0.26499679,964.4444444
Ganzourgou,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,650.0411832,28,56,11,38,71.53950308,38.06365274,52.27850723,38.06365274,11.60787827,6,6,23.00048466,26.05419547,36.68761939,26.96274721,32.11711208,24.49879589,101226.1028,2.227806973,848.2280791,0.382126688,0.258850711,988.6410256
Poni,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,522.4640459,18,54,7,41,96.5498019,0,57.10217285,32.99262208,9.67526011,9,13,21.5188844,24.11750157,33.07872198,27.0888303,29.73258721,22.91972407,101271.0234,2.25512986,922.8870862,0.354996002,0.31219548,1006.067164
Ganzourgou,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,518.1346607,21,50,7,34,101.9638078,39.54779426,60.83118057,39.54779426,10.36269321,6,9,23.07966932,26.39179034,36.50488798,28.55672868,32.21820571,24.5747588,101190.1048,2.325126738,719.7828918,0.349804064,0.261681538,1398.867668
Ganzourgou,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,571.4471033,26,52,8,35,70.86155455,39.09028127,55.37372589,39.09028127,10.98936737,6,7,22.9128354,26.58836972,37.42074035,28.08931996,32.37935962,24.96357401,101227.786,2.435797348,784.5644758,0.345403478,0.107638297,1180
Ganzourgou,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,643.9928638,27,58,5,43,89.60010547,0,49.70641327,31.43236669,11.10332524,11,7,23.19459172,27.20314993,37.55438379,28.20462282,32.50407107,25.01346607,101209.4652,2.139424439,812.738631,0.372051107,0.087860369,1190.559159
Kossi,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,459.7136129,18,45,5,31,71.8364726,42.84271118,58.08427811,42.84271118,10.21585806,8,10,22.59044018,26.24498628,37.45013062,27.68613344,32.3043846,24.3114574,101178.9511,2.345686268,609.1777535,0.273485983,0.283996605,1046.725113
Ganzourgou,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,666.1645212,28,58,7,44,125.1433437,0,56.48714828,37.5332463,11.48559519,5,8,22.44717839,26.37893514,36.11753265,27.40517949,32.25485596,24.67977266,101211.8235,2.228919328,854.3642962,0.376288518,0.093524709,1133.1673
Mouhoun,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,488.2859056,21,50,6,28,39.32104508,39.32104508,63.71323013,39.32104508,9.765718112,6,10,22.50285373,25.54831757,35.43741825,27.22003328,31.4563841,24.00971551,101212.5142,2.414086372,692.2929339,0.321112835,0.296184632,1222.432696
Nayala,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,452.7099053,17,49,8,29,52.93452348,0,39.93285751,26.82322527,9.23897766,6,7,22.66141932,26.21052744,35.76794174,27.48411592,31.88697323,24.38410001,101187.6399,2.318390086,616.4528201,0.255871958,0.284281776,764.4684722
Gnagna,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,515.1947403,24,42,10,34,83.14221134,0,49.2393074,28.20511472,12.26654144,8,10,22.90686526,27.2775671,38.0831499,29.12575588,33.40846837,25.31536004,101150.0539,2.632272731,736.4612143,0.220365427,0.232744909,1161.253386
Gnagna,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,426.6920017,16,51,2,34,0,0,41.81618118,22.31761798,8.366509838,9,9,22.80242368,27.16920491,37.34258604,29.12620403,33.16715584,25.23364822,101131.7915,2.531758622,585.1804562,0.226859316,0.203105321,721.28
Sourou,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,408.9963228,18,48,4,27,97.24516529,0,44.81565094,25.278097,8.520756725,5,7,22.78041791,26.49749067,37.32268127,27.7631857,32.54694989,24.50780437,101162.6816,2.390553202,550.1261335,0.252750963,0.282293766,903.3281028
Gnagna,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,476.2565047,13,51,8,32,83.04204866,51.5938301,90.08479309,51.5938301,9.338362837,10,15,22.72110379,26.94279157,38.45322853,28.53145769,33.30964073,25.07703217,101109.5336,2.512693386,627.6479158,0.247259144,0.22921482,657.2538082
Gnagna,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,477.1231665,21,46,5,30,78.74141698,0,45.82284164,27.11727274,10.37224275,7,15,22.77351858,26.7351964,37.83418958,27.75960158,33.14884588,24.61894965,101089.9408,2.497774749,692.9090223,0.238228678,0.207526174,1249.917824
Leraba,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,546.9663971,23,50,6,36,115.9881211,50.12798545,91.54026031,50.12798545,10.93932794,5,12,21.56074149,24.27484458,33.76336711,26.24585048,30.03274034,23.00181627,101309.9273,2.018436056,875.9204148,0.351558915,0.325744811,1178.187733
Gnagna,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,499.1125407,23,47,5,30,123.6351299,42.1108605,56.90023422,42.1108605,10.61941576,7,10,22.63396993,27.10623896,38.22229291,28.84792053,33.70303838,25.09330096,101146.8346,2.429348203,649.5974382,0.219860668,0.228363041,585.8604651
Gnagna,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,468.4429314,19,52,2,39,30.0799064,0,47.99306107,30.0799064,9.008517911,6,6,22.72412615,26.93421887,38.61010005,27.31679026,32.7309092,24.83213366,101090.5538,2.592642843,649.3697159,0.256664211,0.227338839,832.4979681
Koulpelogo,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,618.8365213,22,46,11,34,182.3610346,89.41417322,78.45241547,49.63152206,13.45296786,6,10,23.2651797,26.19362598,34.48906021,27.73181216,31.41408235,24.74449284,101226.0133,2.585637852,905.6396209,0.385092866,0.285091467,1368.037209
Gnagna,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,463.3838214,18,45,6,31,101.3808784,75.86048734,71.23023987,39.20096154,10.29741825,6,14,22.50892598,26.83717322,37.462271,30.11159614,33.55456505,24.48227692,101115.4631,2.582070539,596.2357182,0.220668798,0.225766494,625.4148596
Kouritenga,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,586.0349284,24,46,9,36,153.3825547,0,56.24289703,33.16025566,12.73988975,6,12,23.15756523,26.79081114,36.44788808,28.73224797,32.39311923,25.07513922,101205.1682,2.524741882,809.4140222,0.30095198,0.252097736,1150.130108
Gnagna,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,527.1858841,22,49,6,33,43.26924557,43.26924557,58.12166214,43.26924557,10.75889559,8,8,23.23083908,26.71544112,38.83476366,27.32381257,33.12592446,25.00566437,101184.9573,2.446008945,691.7560854,0.291364889,0.25573052,756.5
Namentenga,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,488.9751499,21,47,8,33,103.6966892,0,58.97295761,29.01872049,10.40372659,8,9,23.30775794,27.04956872,38.33120695,29.03412584,33.38190586,25.12554704,101143.2606,2.685454242,682.2254171,0.211568147,0.218363694,1293.974194
Gnagna,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,472.4234815,18,45,9,30,141.1344208,0,48.69504166,31.04068076,10.49829959,6,13,23.37551808,26.84339131,39.04090217,29.62492415,33.17339069,24.97344715,101148.528,2.548899183,653.9444878,0.243777642,0.238407782,1065.771053
Sanmatenga,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,490.2934404,19,49,8,31,89.96350279,34.19694199,70.65634918,34.19694199,10.00598858,8,10,22.91074108,26.83175159,38.41145482,28.60422754,33.28546535,24.82319748,101147.2825,2.637766725,652.8972103,0.193876476,0.230389099,1354.416943
Gnagna,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,498.2570729,19,54,4,35,52.78574215,0,42.93972778,27.38184229,9.226982832,6,9,22.94243594,27.67014454,38.79491106,29.21822411,33.49011251,25.26634621,101179.4757,2.697622167,649.6887692,0.224550791,0.104129126,807
Gnagna,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,590.1822553,24,62,7,38,120.9911725,33.92573838,51.84317398,33.92573838,9.519068634,9,6,23.2239765,27.61965398,38.65751528,29.39923512,33.52315981,25.20889893,101170.355,2.338746874,729.9857514,0.271147549,0.086413923,685.2195075
Sanguie,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,522.8478842,24,49,8,36,113.9646112,0,66.29376221,29.87214934,10.67036498,6,10,22.62030945,25.82222992,35.26599875,27.20889588,31.53371695,24.17474468,101208.4076,2.340037507,724.9609526,0.241175854,0.27986862,816.6551347
Gnagna,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,547.7421209,20,52,5,43,30.99889522,0,51.6862793,30.99889522,10.53350233,8,9,23.18411142,27.3704917,38.14507073,29.29735336,33.34687098,25.2430552,101169.9452,2.433416166,710.7642957,0.274549415,0.096714944,1079.12667
Sissili,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,555.6958442,22,57,7,38,106.2480179,0,58.92957687,37.06754737,9.749049899,6,10,22.98067016,25.72649583,34.10894052,26.62163065,30.97974674,24.19067102,101251.1,2.382357809,852.9947075,0.322747791,0.322950109,897.1819821
Ziro,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,592.4334291,23,53,7,39,118.2985794,46.69133562,66.60714722,46.69133562,11.17798923,6,10,23.08877585,25.95428989,34.49896269,27.0165231,31.37790189,24.48582878,101240.5804,2.449860038,854.7925428,0.301065074,0.314717452,1333.37823
Gourma,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,588.4210006,21,48,10,37,128.9302896,35.25532638,51.00652695,35.25532638,12.25877085,8,10,23.269951,26.57766101,36.00821739,28.74580712,32.28523654,24.99549039,101199.2159,2.797372226,875.5038431,0.285221013,0.285156757,1144.832334
Nahouri,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,582.1201794,25,48,9,34,71.00719039,0,57.86112213,39.58132583,12.12750374,4,11,23.1531229,25.84175202,34.14413819,27.19007528,31.11724368,24.49980501,101243.3268,2.479076451,881.3066146,0.336106534,0.322319063,1032.177778
Gourma,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,532.1589123,27,53,5,40,0,0,48.78527451,24.48016999,10.04073419,7,10,22.83699754,26.34147032,35.6550745,27.97173157,31.95423885,24.52539977,101174.4153,2.648252911,736.0979323,0.285025201,0.290715998,987.04
Gourma,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,557.1096709,21,54,8,31,141.0139595,49.73424299,75.70100403,49.73424299,10.31684576,10,15,22.70845405,26.33198222,37.67815723,27.88859925,32.10745281,24.71213497,101150.9871,2.627900536,791.9505934,0.299082693,0.316053361,349.4967698
Zoundweogo,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,568.521193,23,46,10,36,62.98440647,0,50.08698654,33.97257511,12.35915637,6,12,23.27047211,26.10186605,34.99062176,27.33672534,31.54050302,24.58999069,101226.634,2.530032679,841.9973582,0.318756363,0.288971931,1258.989915
Gourma,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,579.7541878,22,50,10,33,76.968149,42.83631015,67.40379333,42.83631015,11.59508376,10,15,22.67832797,26.11480368,36.79376732,26.95508816,31.91973244,24.44767854,101132.26,2.580640337,836.0452148,0.293972479,0.313900315,805.1556252
Kadiogo,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,619.2656749,27,46,9,36,174.2063777,42.97842766,59.28177261,42.97842766,13.46229728,6,6,22.84236453,26.51724822,36.22031196,27.82740872,32.25506796,24.68962981,101197.6098,2.389506371,811.6385852,0.293112396,0.245668982,1323.735128
Gourma,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,573.7833793,23,53,7,35,95.94546734,35.83591124,65.62184143,35.83591124,10.8261015,7,10,22.57031317,26.53976337,36.20692218,27.36203346,32.44340278,24.67948817,101185.4956,2.553812274,843.0434997,0.284852284,0.313265749,1410.046809
Gourma,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,514.5684586,21,56,5,33,27.71212032,0,56.56894684,27.71212032,9.188722474,9,6,22.62144906,26.36824423,36.48227806,26.92528132,31.57046213,24.32471655,101133.8049,2.722553377,805.0537903,0.326909546,0.300157956,1184.437811
Gourma,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,549.7788268,21,56,8,35,175.4709204,0,61.1448288,31.38959067,9.817479051,11,12,22.70290548,26.26234727,36.40136904,29.17287262,32.48754111,24.18305934,101154.0291,2.678917226,779.7287122,0.267111815,0.314447667,1010.990187
