,province,model,Score_train,score_test
3,Sanmatenga,Lasso,0.9555619227751261,-6.015627766012226
0,Boulkiemde,RandomForest,0.8146396423628541,0.592885891217764
1,Boulkiemde,DecisionTree,1.0,0.6801001983919729
2,Boulkiemde,RidgeCV,0.5706755757772726,0.43359074507017503
3,Boulkiemde,Lasso,0.8830682811714679,0.23320092586594876
0,Sanguie,RandomForest,0.9154757135131911,0.5749713789632442
1,Sanguie,DecisionTree,1.0,0.6005620599356268
2,Sanguie,RidgeCV,0.7946150527946212,0.5182942544820566
3,Sanguie,Lasso,0.9645941434151808,0.6821327366738816
0,Sissili,RandomForest,0.825265047894091,-1.7326303968274925
1,Sissili,DecisionTree,1.0,-12.577603905518696
2,Sissili,RidgeCV,0.7046885060043591,-0.03957234504766216
3,Sissili,Lasso,0.9721341690573179,0.004439575682900876
0,Ziro,RandomForest,0.8204236755587975,-1.067288275047157
1,Ziro,DecisionTree,1.0,-5.116713600300877
2,Ziro,RidgeCV,0.5760547800716174,-1.1033065271352593
3,Ziro,Lasso,0.9438213689885474,-1.1967616481281462
0,Bazega,RandomForest,0.8312496664663254,-0.05515454175801571
1,Bazega,DecisionTree,1.0,0.18744837592043695
2,Bazega,RidgeCV,0.6810332126147363,0.37989998026988925
3,Bazega,Lasso,0.924995753257563,0.26002400884680177
0,Nahouri,RandomForest,0.8644575781070558,-1.143010166954062
1,Nahouri,DecisionTree,1.0,0.17217888039167295
2,Nahouri,RidgeCV,0.5427832620750757,-0.6182822940713455
3,Nahouri,Lasso,0.9285094447720519,-7.619352111665171
0,Zoundweogo,RandomForest,0.8666647215683755,0.47495981842019863
1,Zoundweogo,DecisionTree,1.0,0.5165057980464172
2,Zoundweogo,RidgeCV,0.9979220616349784,0.7888105486795806
3,Zoundweogo,Lasso,0.9782760240123572,0.8769353201391066
0,Kadiogo,RandomForest,0.9386118213247155,0.9860690548215577
1,Kadiogo,DecisionTree,1.0,0.6540707617440291
2,Kadiogo,RidgeCV,0.9984998718806855,0.558945325720283
3,Kadiogo,Lasso,0.9957770935568906,0.6241476350149946
0,Gnagna,RandomForest,0.8798173998081905,0.6599264670462937
1,Gnagna,DecisionTree,1.0,-3.8542235780545635
2,Gnagna,RidgeCV,0.9288993002469841,-8.49700829925541
3,Gnagna,Lasso,0.9786440393209506,-24.41158792547951
0,Gourma,RandomForest,0.807176291211632,-0.6135581671610657
1,Gourma,DecisionTree,1.0,-0.9657800357046098
2,Gourma,RidgeCV,0.530439491395264,-0.30902212930244644
3,Gourma,Lasso,0.8588306882168238,0.5295460024990315
0,Komandjoari,RandomForest,0.8473066687081339,-9.49788148734785
1,Komandjoari,DecisionTree,1.0,-2.5324580157670056
2,Komandjoari,RidgeCV,0.9825825318551926,-12.714477120571614
3,Komandjoari,Lasso,0.990305221023489,-15.320983238212627
0,Kompienga,RandomForest,0.859130284140221,0.12232570072437476
1,Kompienga,DecisionTree,1.0,-4.36962804331592
2,Kompienga,RidgeCV,0.5478027958728484,0.37650477647255676
3,Kompienga,Lasso,0.9752839279414913,-14.728694460129372
0,Tapoa,RandomForest,0.7775813635129447,-2.324930110205645
1,Tapoa,DecisionTree,1.0,-10.201876124983263
2,Tapoa,RidgeCV,0.6348120460958415,0.4351174402256367
3,Tapoa,Lasso,0.9728241552764336,-6.554007570576946
0,Houet,RandomForest,0.8089192554245828,-0.11709792759630999
1,Houet,DecisionTree,1.0,-0.15732863513319262
2,Houet,RidgeCV,0.5350577100768107,-0.27188912661022924
3,Houet,Lasso,0.9309815512989134,-1.8903247157263863
0,Kenedougou,RandomForest,0.7972441133634248,0.017648546165234147
1,Kenedougou,DecisionTree,1.0,-1.0139254085302607
2,Kenedougou,RidgeCV,0.35116676144884873,-0.14546656674043046
3,Kenedougou,Lasso,0.9144495325651629,-10.11611022798743
0,Tuy,RandomForest,0.9114104959588685,0.3988980293470441
1,Tuy,DecisionTree,1.0,0.4474192693678878
2,Tuy,RidgeCV,0.714547136162184,0.4391115427398844
3,Tuy,Lasso,0.9511051407541423,-0.1175793812747532
0,Loroum,RandomForest,0.883267772015826,-1.6250965963180861
1,Loroum,DecisionTree,1.0,-1.5310260880336628
2,Loroum,RidgeCV,0.6964165432899071,-1.3579677904651248
3,Loroum,Lasso,0.9334220058768822,-1.9727107660003784
0,Passore,RandomForest,0.9101594522464771,-12.074591432298417
1,Passore,DecisionTree,1.0,-23.779230329121305
2,Passore,RidgeCV,0.6564045936262187,-38.06880537958055
3,Passore,Lasso,0.9741972270018163,-51.11318101076398
0,Yatenga,RandomForest,0.8893573302399882,-5.323023909761419
1,Yatenga,DecisionTree,1.0,-7.71866505974781
2,Yatenga,RidgeCV,0.6263572399889372,-6.158135242243801
3,Yatenga,Lasso,0.9669094473993731,-18.402062715988585
0,Zondoma,RandomForest,0.8388859709090775,-5.384489305417712
1,Zondoma,DecisionTree,1.0,-17.188089977034924
2,Zondoma,RidgeCV,0.6095764270187394,-7.4467002539890625
3,Zondoma,Lasso,0.9717385837395596,-9.134161579919681
0,Ganzourgou,RandomForest,0.8628120037976923,0.9603090395553041
1,Ganzourgou,DecisionTree,1.0,0.05148968894074102
2,Ganzourgou,RidgeCV,0.6816604989581907,0.757489114790342
3,Ganzourgou,Lasso,0.9800799035919109,-1.5908890775532871
0,Kourweogo,RandomForest,0.8727587320124444,-1.1401240124610443
1,Kourweogo,DecisionTree,1.0,-0.8027805047943948
2,Kourweogo,RidgeCV,0.6755485986899632,-4.248447184563354
3,Kourweogo,Lasso,0.9537611832882366,-10.723642676784502
0,Oubritenga,RandomForest,0.8216632001633115,0.23574458165131795
1,Oubritenga,DecisionTree,1.0,0.09376708189527272
2,Oubritenga,RidgeCV,0.6868551763670032,-0.07925971752401728
3,Oubritenga,Lasso,0.9684939002231849,-1.2309193548811512
0,Oudalan,RandomForest,0.7763260808300784,-5.213836458222592
1,Oudalan,DecisionTree,1.0,-4.512884758693303
2,Oudalan,RidgeCV,0.6645627962901423,-5.275912545833078
3,Oudalan,Lasso,0.9592317150791214,-16.975059427336422
0,Seno,RandomForest,0.8064313118229705,-0.25362802968649567
1,Seno,DecisionTree,1.0,-1.491513388623967
2,Seno,RidgeCV,0.3985294443891704,-0.12164737770495138
3,Seno,Lasso,0.8877878954234448,-2.144739582084327
0,Soum,RandomForest,0.8249135890715467,-4.129532616990666
1,Soum,DecisionTree,1.0,-15.077354726112524
2,Soum,RidgeCV,0.8923580971386088,-5.210381074980897
3,Soum,Lasso,0.971499035236581,-17.794374058665817
0,Yagha,RandomForest,0.9198753226384588,-3.293963466009525
1,Yagha,DecisionTree,1.0,-1.0757956803515332
2,Yagha,RidgeCV,0.7858898832625869,-4.480080866134229
3,Yagha,Lasso,0.9677347429803086,-11.097664388281586
0,Bougouriba,RandomForest,0.840486465862259,-3.1744172950805565
1,Bougouriba,DecisionTree,1.0,-2.614842226086965
2,Bougouriba,RidgeCV,0.533324303868788,-1.8269253656860691
3,Bougouriba,Lasso,0.8435540932811803,-3.597316721863378
0,Ioba,RandomForest,0.9079471715444496,0.06625413781577794
1,Ioba,DecisionTree,1.0,-1.0350150020107542
2,Ioba,RidgeCV,0.7419751344792183,0.5760647369799874
3,Ioba,Lasso,0.9496665197839107,-0.965877405549477
0,Noumbiel,RandomForest,0.8306419677900594,-3.2118703939656816
1,Noumbiel,DecisionTree,1.0,-3.974097221597188
2,Noumbiel,RidgeCV,0.3702017213721668,-3.4471161004362765
3,Noumbiel,Lasso,0.9072106044576841,-9.703834491796973
0,Poni,RandomForest,0.828822916685571,0.480190757101562
1,Poni,DecisionTree,1.0,0.4696393910303338
2,Poni,RidgeCV,0.6936107729514571,0.668668095549104
3,Poni,Lasso,0.9336586637028547,0.3014591204454803
