,provinces,model,Score_train,score_test
1,Bougouriba,DecisionTree,1.0,-1.9209651969569888
2,Bougouriba,RidgeCV,0.8104020386184447,-0.14594933133484478
3,Bougouriba,Lasso,0.9844748603969395,-0.7569937223976837
0,Ioba,RandomForest,0.862793699314211,-1.2954313324501654
1,Ioba,DecisionTree,1.0,-0.8444564773296037
2,Ioba,RidgeCV,0.8416926432381386,-0.9224298658424945
3,Ioba,Lasso,0.9644717735888119,-1.8544566604474002
0,Noumbiel,RandomForest,0.8597257555652256,-3.2051578796544877
1,Noumbiel,DecisionTree,1.0,-3.9998683769229153
2,Noumbiel,RidgeCV,0.8732821986653927,-3.132225270861003
3,Noumbiel,Lasso,0.9869582732066146,-4.254187694052765
0,Poni,RandomForest,0.8476191701657168,-0.743914981418454
1,Poni,DecisionTree,1.0,-3.3596835244020795
2,Poni,RidgeCV,0.7592245821360109,-0.9196015201899874
3,Poni,Lasso,0.9950970124496785,0.11664648831902313
