,provinces,model,Score_train,score_test
1,Zondoma,DecisionTree,1.0,-9.595257337728487
2,Zondoma,RidgeCV,0.8879350910808751,-7.900343219860229
3,Zondoma,Lasso,0.9978977104116142,-5.419114682613052
0,Ganzourgou,RandomForest,0.8675169482270866,0.4177279996024509
1,Ganzourgou,DecisionTree,1.0,0.44665581410042476
2,Ganzourgou,RidgeCV,0.9999666825348066,0.31145994820585177
3,Ganzourgou,Lasso,0.9974224210948422,0.5846346377577134
0,Kourweogo,RandomForest,0.8744858645704485,-2.940170428310809
1,Kourweogo,DecisionTree,1.0,-2.293859972538334
2,Kourweogo,RidgeCV,0.9999729318202497,-15.47280299554722
3,Kourweogo,Lasso,0.9956245289166201,-15.712898676535126
0,Oubritenga,RandomForest,0.8262563127220025,-0.019631277053771212
1,Oubritenga,DecisionTree,1.0,-0.012612839036332701
2,Oubritenga,RidgeCV,0.9999663340091968,-0.2798002196354201
3,Oubritenga,Lasso,0.9974884989633903,0.06919591310413531
0,Oudalan,RandomForest,0.8617103125401924,-32.684364646027724
1,Oudalan,DecisionTree,1.0,-110.09581830012237
2,Oudalan,RidgeCV,0.8411342685441662,-14.871687859784554
3,Oudalan,Lasso,0.9991426371266936,-36.055624235065984
0,Seno,RandomForest,0.861151004886588,-7.885219529944749
1,Seno,DecisionTree,1.0,-4.521128145925372
2,Seno,RidgeCV,0.8958929064850704,-6.264575296183315
3,Seno,Lasso,0.9973760976125694,-10.796146692241793
0,Soum,RandomForest,0.8949094755250452,-6.291305163221942
1,Soum,DecisionTree,1.0,-6.260534346744526
2,Soum,RidgeCV,0.8211314998364363,-5.796595971396772
3,Soum,Lasso,0.9976893531459642,-11.816473101879739
0,Yagha,RandomForest,0.9047285109215772,-3.3109323314181607
1,Yagha,DecisionTree,1.0,-0.926780985519162
2,Yagha,RidgeCV,0.9999681836442837,-8.442694719812913
3,Yagha,Lasso,0.9979845631576693,-5.947068503115836
0,Bougouriba,RandomForest,0.9107147856024207,-0.06398437306151616
1,Bougouriba,DecisionTree,1.0,-0.33670281946428227
2,Bougouriba,RidgeCV,0.999977997531013,-0.10106586646211224
3,Bougouriba,Lasso,0.9981868254277507,-1.070779203942573
0,Ioba,RandomForest,0.8568261474859018,-0.16342692131184333
1,Ioba,DecisionTree,1.0,-1.4596720073057359
2,Ioba,RidgeCV,0.8524250443595534,0.2687437231718831
3,Ioba,Lasso,0.9939473573162119,0.6687110412829684
0,Noumbiel,RandomForest,0.8546684678653081,-2.1466221789780824
1,Noumbiel,DecisionTree,1.0,-2.134304810879817
2,Noumbiel,RidgeCV,0.8388236459011575,-1.5662975181694074
3,Noumbiel,Lasso,0.9953090984361005,-3.3075767439762416
0,Poni,RandomForest,0.8574995642072215,0.568940160725701
1,Poni,DecisionTree,1.0,0.8661026152483013
2,Poni,RidgeCV,0.864415699091034,0.3274173146988859
3,Poni,Lasso,0.9959509982136879,0.6283743759344682
